"Date","Parsha","Aliyah","Reading","Verses"
08-Aug-2009,"Eikev",2,"Deuteronomy 8:11 - 9:3",13
08-Aug-2009,"Eikev",3,"Deuteronomy 9:4 - 9:29",26
08-Aug-2009,"Eikev",4,"Deuteronomy 10:1 - 10:11",11
08-Aug-2009,"Eikev",5,"Deuteronomy 10:12 - 11:9",20
08-Aug-2009,"Eikev",6,"Deuteronomy 11:10 - 11:21",12
08-Aug-2009,"Eikev",7,"Deuteronomy 11:22 - 11:25",4
08-Aug-2009,"Eikev","maf","Deuteronomy 11:22 - 11:25",4
08-Aug-2009,"Eikev","Haftara","Isaiah 49:14 - 51:3",

15-Aug-2009,"Re'eh",1,"Deuteronomy 11:26 - 12:10",17
15-Aug-2009,"Re'eh",2,"Deuteronomy 12:11 - 12:28",18
15-Aug-2009,"Re'eh",3,"Deuteronomy 12:29 - 13:19",22
15-Aug-2009,"Re'eh",4,"Deuteronomy 14:1 - 14:21",21
15-Aug-2009,"Re'eh",5,"Deuteronomy 14:22 - 14:29",8
15-Aug-2009,"Re'eh",6,"Deuteronomy 15:1 - 15:18",18
15-Aug-2009,"Re'eh",7,"Deuteronomy 15:19 - 16:17",22
15-Aug-2009,"Re'eh","maf","Deuteronomy 16:13 - 16:17",5
15-Aug-2009,"Re'eh","Haftara","Isaiah 54:11 - 55:5",

22-Aug-2009,"Shoftim",1,"Deuteronomy 16:18 - 17:13",18
22-Aug-2009,"Shoftim",2,"Deuteronomy 17:14 - 17:20",7
22-Aug-2009,"Shoftim",3,"Deuteronomy 18:1 - 18:5",5
22-Aug-2009,"Shoftim",4,"Deuteronomy 18:6 - 18:13",8
22-Aug-2009,"Shoftim",5,"Deuteronomy 18:14 - 19:13",22
22-Aug-2009,"Shoftim",6,"Deuteronomy 19:14 - 20:9",17
22-Aug-2009,"Shoftim",7,"Deuteronomy 20:10 - 21:9",20
22-Aug-2009,"Shoftim","maf","Deuteronomy 21:7 - 21:9",3
22-Aug-2009,"Shoftim","Haftara","Isaiah 51:12 - 52:12",

29-Aug-2009,"Ki Teitzei",1,"Deuteronomy 21:10 - 21:21",12
29-Aug-2009,"Ki Teitzei",2,"Deuteronomy 21:22 - 22:7",9
29-Aug-2009,"Ki Teitzei",3,"Deuteronomy 22:8 - 23:7",29
29-Aug-2009,"Ki Teitzei",4,"Deuteronomy 23:8 - 23:24",17
29-Aug-2009,"Ki Teitzei",5,"Deuteronomy 23:25 - 24:4",6
29-Aug-2009,"Ki Teitzei",6,"Deuteronomy 24:5 - 24:13",9
29-Aug-2009,"Ki Teitzei",7,"Deuteronomy 24:14 - 25:19",28
29-Aug-2009,"Ki Teitzei","maf","Deuteronomy 25:17 - 25:19",3
29-Aug-2009,"Ki Teitzei","Haftara","Isaiah 54:1 - 54:10",

05-Sep-2009,"Ki Tavo",1,"Deuteronomy 26:1 - 26:11",11
05-Sep-2009,"Ki Tavo",2,"Deuteronomy 26:12 - 26:15",4
05-Sep-2009,"Ki Tavo",3,"Deuteronomy 26:16 - 26:19",4
05-Sep-2009,"Ki Tavo",4,"Deuteronomy 27:1 - 27:10",10
05-Sep-2009,"Ki Tavo",5,"Deuteronomy 27:11 - 28:6",22
05-Sep-2009,"Ki Tavo",6,"Deuteronomy 28:7 - 28:69",63
05-Sep-2009,"Ki Tavo",7,"Deuteronomy 29:1 - 29:8",8
05-Sep-2009,"Ki Tavo","maf","Deuteronomy 29:6 - 29:8",3
05-Sep-2009,"Ki Tavo","Haftara","Isaiah 60:1 - 60:22",

12-Sep-2009,"Nitzavim-Vayeilech",1,"Deuteronomy 29:9 - 29:28",20
12-Sep-2009,"Nitzavim-Vayeilech",2,"Deuteronomy 30:1 - 30:6",6
12-Sep-2009,"Nitzavim-Vayeilech",3,"Deuteronomy 30:7 - 30:14",8
12-Sep-2009,"Nitzavim-Vayeilech",4,"Deuteronomy 30:15 - 31:6",12
12-Sep-2009,"Nitzavim-Vayeilech",5,"Deuteronomy 31:7 - 31:13",7
12-Sep-2009,"Nitzavim-Vayeilech",6,"Deuteronomy 31:14 - 31:19",6
12-Sep-2009,"Nitzavim-Vayeilech",7,"Deuteronomy 31:20 - 31:30",11
12-Sep-2009,"Nitzavim-Vayeilech","Haftara","Isaiah 61:10 - 63:9",

26-Sep-2009,"Ha'Azinu",1,"Deuteronomy 32:1 - 32:6",6
26-Sep-2009,"Ha'Azinu",2,"Deuteronomy 32:7 - 32:12",6
26-Sep-2009,"Ha'Azinu",3,"Deuteronomy 32:13 - 32:18",6
26-Sep-2009,"Ha'Azinu",4,"Deuteronomy 32:19 - 32:28",10
26-Sep-2009,"Ha'Azinu",5,"Deuteronomy 32:29 - 32:39",11
26-Sep-2009,"Ha'Azinu",6,"Deuteronomy 32:40 - 32:43",4
26-Sep-2009,"Ha'Azinu",7,"Deuteronomy 32:44 - 32:52",9
26-Sep-2009,"Ha'Azinu","maf","Deuteronomy 32:48 - 32:52",5
26-Sep-2009,"Ha'Azinu","Haftara","Hosea 14:2-10; Micah 7:18-20; Joel 2:15-27 (Shabbat Shuva)",

17-Oct-2009,"Bereshit",1,"Genesis 1:1 - 2:3",34
17-Oct-2009,"Bereshit",2,"Genesis 2:4 - 2:19",16
17-Oct-2009,"Bereshit",3,"Genesis 2:20 - 3:21",27
17-Oct-2009,"Bereshit",4,"Genesis 3:22 - 4:18",21
17-Oct-2009,"Bereshit",5,"Genesis 4:19 - 4:22",4
17-Oct-2009,"Bereshit",6,"Genesis 4:23 - 5:24",28
17-Oct-2009,"Bereshit",7,"Genesis 5:25 - 6:8",16
17-Oct-2009,"Bereshit","maf","Genesis 6:5 - 6:8",4
17-Oct-2009,"Bereshit","Haftara","I Samuel 20:18 - 20:42 (Shabbat Machar Chodesh)",

24-Oct-2009,"Noach",1,"Genesis 6:9 - 6:22",14
24-Oct-2009,"Noach",2,"Genesis 7:1 - 7:16",16
24-Oct-2009,"Noach",3,"Genesis 7:17 - 8:14",22
24-Oct-2009,"Noach",4,"Genesis 8:15 - 9:7",15
24-Oct-2009,"Noach",5,"Genesis 9:8 - 9:17",10
24-Oct-2009,"Noach",6,"Genesis 9:18 - 10:32",44
24-Oct-2009,"Noach",7,"Genesis 11:1 - 11:32",32
24-Oct-2009,"Noach","maf","Genesis 11:29 - 11:32",4
24-Oct-2009,"Noach","Haftara","Isaiah 54:1 - 55:5",

31-Oct-2009,"Lech-Lecha",1,"Genesis 12:1 - 12:13",13
31-Oct-2009,"Lech-Lecha",2,"Genesis 12:14 - 13:4",11
31-Oct-2009,"Lech-Lecha",3,"Genesis 13:5 - 13:18",14
31-Oct-2009,"Lech-Lecha",4,"Genesis 14:1 - 14:20",20
31-Oct-2009,"Lech-Lecha",5,"Genesis 14:21 - 15:6",10
31-Oct-2009,"Lech-Lecha",6,"Genesis 15:7 - 17:6",37
31-Oct-2009,"Lech-Lecha",7,"Genesis 17:7 - 17:27",21
31-Oct-2009,"Lech-Lecha","maf","Genesis 17:24 - 17:27",4
31-Oct-2009,"Lech-Lecha","Haftara","Isaiah 40:27 - 41:16",

07-Nov-2009,"Vayera",1,"Genesis 18:1 - 18:14",14
07-Nov-2009,"Vayera",2,"Genesis 18:15 - 18:33",19
07-Nov-2009,"Vayera",3,"Genesis 19:1 - 19:20",20
07-Nov-2009,"Vayera",4,"Genesis 19:21 - 21:4",40
07-Nov-2009,"Vayera",5,"Genesis 21:5 - 21:21",17
07-Nov-2009,"Vayera",6,"Genesis 21:22 - 21:34",13
07-Nov-2009,"Vayera",7,"Genesis 22:1 - 22:24",24
07-Nov-2009,"Vayera","maf","Genesis 22:20 - 22:24",5
07-Nov-2009,"Vayera","Haftara","II Kings 4:1 - 4:37",

14-Nov-2009,"Chayei Sara",1,"Genesis 23:1 - 23:16",16
14-Nov-2009,"Chayei Sara",2,"Genesis 23:17 - 24:9",13
14-Nov-2009,"Chayei Sara",3,"Genesis 24:10 - 24:26",17
14-Nov-2009,"Chayei Sara",4,"Genesis 24:27 - 24:52",26
14-Nov-2009,"Chayei Sara",5,"Genesis 24:53 - 24:67",15
14-Nov-2009,"Chayei Sara",6,"Genesis 25:1 - 25:11",11
14-Nov-2009,"Chayei Sara",7,"Genesis 25:12 - 25:18",7
14-Nov-2009,"Chayei Sara","maf","Genesis 25:16 - 25:18",3
14-Nov-2009,"Chayei Sara","Haftara","I Kings 1:1 - 1:31",

21-Nov-2009,"Toldot",1,"Genesis 25:19 - 26:5",21
21-Nov-2009,"Toldot",2,"Genesis 26:6 - 26:12",7
21-Nov-2009,"Toldot",3,"Genesis 26:13 - 26:22",10
21-Nov-2009,"Toldot",4,"Genesis 26:23 - 26:29",7
21-Nov-2009,"Toldot",5,"Genesis 26:30 - 27:27",33
21-Nov-2009,"Toldot",6,"Genesis 27:28 - 28:4",23
21-Nov-2009,"Toldot",7,"Genesis 28:5 - 28:9",5
21-Nov-2009,"Toldot","maf","Genesis 28:7 - 28:9",3
21-Nov-2009,"Toldot","Haftara","Malachi 1:1 - 2:7",

28-Nov-2009,"Vayetzei",1,"Genesis 28:10 - 28:22",13
28-Nov-2009,"Vayetzei",2,"Genesis 29:1 - 29:17",17
28-Nov-2009,"Vayetzei",3,"Genesis 29:18 - 30:13",31
28-Nov-2009,"Vayetzei",4,"Genesis 30:14 - 30:27",14
28-Nov-2009,"Vayetzei",5,"Genesis 30:28 - 31:16",32
28-Nov-2009,"Vayetzei",6,"Genesis 31:17 - 31:42",26
28-Nov-2009,"Vayetzei",7,"Genesis 31:43 - 32:3",15
28-Nov-2009,"Vayetzei","maf","Genesis 32:1 - 32:3",3
28-Nov-2009,"Vayetzei","Haftara","Hosea 12:13 - 14:10",

05-Dec-2009,"Vayishlach",1,"Genesis 32:4 - 32:13",10
05-Dec-2009,"Vayishlach",2,"Genesis 32:14 - 32:30",17
05-Dec-2009,"Vayishlach",3,"Genesis 32:31 - 33:5",8
05-Dec-2009,"Vayishlach",4,"Genesis 33:6 - 33:20",15
05-Dec-2009,"Vayishlach",5,"Genesis 34:1 - 35:11",42
05-Dec-2009,"Vayishlach",6,"Genesis 35:12 - 36:19",37
05-Dec-2009,"Vayishlach",7,"Genesis 36:20 - 36:43",24
05-Dec-2009,"Vayishlach","maf","Genesis 36:40 - 36:43",4
05-Dec-2009,"Vayishlach","Haftara","Obadiah 1:1 - 1:21",

12-Dec-2009,"Vayeshev",1,"Genesis 37:1 - 37:11",11
12-Dec-2009,"Vayeshev",2,"Genesis 37:12 - 37:22",11
12-Dec-2009,"Vayeshev",3,"Genesis 37:23 - 37:36",14
12-Dec-2009,"Vayeshev",4,"Genesis 38:1 - 38:30",30
12-Dec-2009,"Vayeshev",5,"Genesis 39:1 - 39:6",6
12-Dec-2009,"Vayeshev",6,"Genesis 39:7 - 39:23",17
12-Dec-2009,"Vayeshev",7,"Genesis 40:1 - 40:23",23
12-Dec-2009,"Vayeshev","maf","Numbers 7:1 - 7:17 (Shabbat Chanukah - Day 1)",
12-Dec-2009,"Vayeshev","Haftara","Zechariah 2:14-4:7 (Shabbat Chanukah)",

19-Dec-2009,"Miketz",1,"Genesis 41:1 - 41:14",14
19-Dec-2009,"Miketz",2,"Genesis 41:15 - 41:38",24
19-Dec-2009,"Miketz",3,"Genesis 41:39 - 41:52",14
19-Dec-2009,"Miketz",4,"Genesis 41:53 - 42:18",23
19-Dec-2009,"Miketz",5,"Genesis 42:19 - 43:15",35
19-Dec-2009,"Miketz",6,"Genesis 43:16 - 43:29",14
19-Dec-2009,"Miketz",7,"Genesis 43:30 - 44:17",22
19-Dec-2009,"Miketz","maf","Numbers 7:54 - 8:4 (Shabbat Chanukah II - Day 8)",
19-Dec-2009,"Miketz","Haftara","I Kings 7:40-50 (Shabbat Chanukah II)",

26-Dec-2009,"Vayigash",1,"Genesis 44:18 - 44:30",13
26-Dec-2009,"Vayigash",2,"Genesis 44:31 - 45:7",11
26-Dec-2009,"Vayigash",3,"Genesis 45:8 - 45:18",11
26-Dec-2009,"Vayigash",4,"Genesis 45:19 - 45:27",9
26-Dec-2009,"Vayigash",5,"Genesis 45:28 - 46:27",28
26-Dec-2009,"Vayigash",6,"Genesis 46:28 - 47:10",17
26-Dec-2009,"Vayigash",7,"Genesis 47:11 - 47:27",17
26-Dec-2009,"Vayigash","maf","Genesis 47:25 - 47:27",3
26-Dec-2009,"Vayigash","Haftara","Ezekiel 37:15 - 37:28",

02-Jan-2010,"Vayechi",1,"Genesis 47:28 - 48:9",13
02-Jan-2010,"Vayechi",2,"Genesis 48:10 - 48:16",7
02-Jan-2010,"Vayechi",3,"Genesis 48:17 - 48:22",6
02-Jan-2010,"Vayechi",4,"Genesis 49:1 - 49:18",18
02-Jan-2010,"Vayechi",5,"Genesis 49:19 - 49:26",8
02-Jan-2010,"Vayechi",6,"Genesis 49:27 - 50:20",27
02-Jan-2010,"Vayechi",7,"Genesis 50:21 - 50:26",6
02-Jan-2010,"Vayechi","maf","Genesis 50:23 - 50:26",4
02-Jan-2010,"Vayechi","Haftara","I Kings 2:1 - 2:12",

09-Jan-2010,"Shemot",1,"Exodus 1:1 - 1:17",17
09-Jan-2010,"Shemot",2,"Exodus 1:18 - 2:10",15
09-Jan-2010,"Shemot",3,"Exodus 2:11 - 2:25",15
09-Jan-2010,"Shemot",4,"Exodus 3:1 - 3:15",15
09-Jan-2010,"Shemot",5,"Exodus 3:16 - 4:17",24
09-Jan-2010,"Shemot",6,"Exodus 4:18 - 4:31",14
09-Jan-2010,"Shemot",7,"Exodus 5:1 - 6:1",24
09-Jan-2010,"Shemot","maf","Exodus 5:22 - 6:1",3
09-Jan-2010,"Shemot","Haftara","Isaiah 27:6 - 28:13; 29:22 - 29:23",

16-Jan-2010,"Vaera",1,"Exodus 6:2 - 6:13",12
16-Jan-2010,"Vaera",2,"Exodus 6:14 - 6:28",15
16-Jan-2010,"Vaera",3,"Exodus 6:29 - 7:7",9
16-Jan-2010,"Vaera",4,"Exodus 7:8 - 8:6",28
16-Jan-2010,"Vaera",5,"Exodus 8:7 - 8:18",12
16-Jan-2010,"Vaera",6,"Exodus 8:19 - 9:16",26
16-Jan-2010,"Vaera",7,"Exodus 9:17 - 9:35",19
16-Jan-2010,"Vaera","maf","Numbers 28:9 - 28:15 (Shabbat Rosh Chodesh)",
16-Jan-2010,"Vaera","Haftara","Isaiah 66:1 - 66:24 (Shabbat Rosh Chodesh)",

23-Jan-2010,"Bo",1,"Exodus 10:1 - 10:11",11
23-Jan-2010,"Bo",2,"Exodus 10:12 - 10:23",12
23-Jan-2010,"Bo",3,"Exodus 10:24 - 11:3",9
23-Jan-2010,"Bo",4,"Exodus 11:4 - 12:20",27
23-Jan-2010,"Bo",5,"Exodus 12:21 - 12:28",8
23-Jan-2010,"Bo",6,"Exodus 12:29 - 12:51",23
23-Jan-2010,"Bo",7,"Exodus 13:1 - 13:16",16
23-Jan-2010,"Bo","maf","Exodus 13:14 - 13:16",3
23-Jan-2010,"Bo","Haftara","Jeremiah 46:13 - 46:28",

30-Jan-2010,"Beshalach",1,"Exodus 13:17 - 14:8",14
30-Jan-2010,"Beshalach",2,"Exodus 14:9 - 14:14",6
30-Jan-2010,"Beshalach",3,"Exodus 14:15 - 14:25",11
30-Jan-2010,"Beshalach",4,"Exodus 14:26 - 15:26",32
30-Jan-2010,"Beshalach",5,"Exodus 15:27 - 16:10",11
30-Jan-2010,"Beshalach",6,"Exodus 16:11 - 16:36",26
30-Jan-2010,"Beshalach",7,"Exodus 17:1 - 17:16",16
30-Jan-2010,"Beshalach","maf","Exodus 17:14 - 17:16",3
30-Jan-2010,"Beshalach","Haftara","Judges 4:4 - 5:31",

06-Feb-2010,"Yitro",1,"Exodus 18:1 - 18:12",12
06-Feb-2010,"Yitro",2,"Exodus 18:13 - 18:23",11
06-Feb-2010,"Yitro",3,"Exodus 18:24 - 18:27",4
06-Feb-2010,"Yitro",4,"Exodus 19:1 - 19:6",6
06-Feb-2010,"Yitro",5,"Exodus 19:7 - 19:19",13
06-Feb-2010,"Yitro",6,"Exodus 19:20 - 20:14",20
06-Feb-2010,"Yitro",7,"Exodus 20:15 - 20:23",9
06-Feb-2010,"Yitro","maf","Exodus 20:19 - 20:23",5
06-Feb-2010,"Yitro","Haftara","Isaiah 6:1 - 7:6; 9:5 - 9:6",

13-Feb-2010,"Mishpatim",1,"Exodus 21:1 - 21:19",19
13-Feb-2010,"Mishpatim",2,"Exodus 21:20 - 22:3",21
13-Feb-2010,"Mishpatim",3,"Exodus 22:4 - 22:26",23
13-Feb-2010,"Mishpatim",4,"Exodus 22:27 - 23:5",9
13-Feb-2010,"Mishpatim",5,"Exodus 23:6 - 23:19",14
13-Feb-2010,"Mishpatim",6,"Exodus 23:20 - 23:25",6
13-Feb-2010,"Mishpatim",7,"Exodus 23:26 - 24:18",26
13-Feb-2010,"Mishpatim","maf","Exodus 30:11 - 30:16 (Shabbat Shekalim)",
13-Feb-2010,"Mishpatim","Haftara","II Kings 12:1 - 12:17 (Shabbat Shekalim)",

20-Feb-2010,"Terumah",1,"Exodus 25:1 - 25:16",16
20-Feb-2010,"Terumah",2,"Exodus 25:17 - 25:30",14
20-Feb-2010,"Terumah",3,"Exodus 25:31 - 26:14",24
20-Feb-2010,"Terumah",4,"Exodus 26:15 - 26:30",16
20-Feb-2010,"Terumah",5,"Exodus 26:31 - 26:37",7
20-Feb-2010,"Terumah",6,"Exodus 27:1 - 27:8",8
20-Feb-2010,"Terumah",7,"Exodus 27:9 - 27:19",11
20-Feb-2010,"Terumah","maf","Exodus 27:17 - 27:19",3
20-Feb-2010,"Terumah","Haftara","I Kings 5:26 - 6:13",

27-Feb-2010,"Tetzaveh",1,"Exodus 27:20 - 28:12",14
27-Feb-2010,"Tetzaveh",2,"Exodus 28:13 - 28:30",18
27-Feb-2010,"Tetzaveh",3,"Exodus 28:31 - 28:43",13
27-Feb-2010,"Tetzaveh",4,"Exodus 29:1 - 29:18",18
27-Feb-2010,"Tetzaveh",5,"Exodus 29:19 - 29:37",19
27-Feb-2010,"Tetzaveh",6,"Exodus 29:38 - 29:46",9
27-Feb-2010,"Tetzaveh",7,"Exodus 30:1 - 30:10",10
27-Feb-2010,"Tetzaveh","maf","Deuteronomy 25:17 - 25:19 (Shabbat Zachor)",
27-Feb-2010,"Tetzaveh","Haftara","I Samuel 15:2 - 15:34 (Shabbat Zachor)",

06-Mar-2010,"Ki Tisa",1,"Exodus 30:11 - 31:17",45
06-Mar-2010,"Ki Tisa",2,"Exodus 31:18 - 33:11",47
06-Mar-2010,"Ki Tisa",3,"Exodus 33:12 - 33:16",5
06-Mar-2010,"Ki Tisa",4,"Exodus 33:17 - 33:23",7
06-Mar-2010,"Ki Tisa",5,"Exodus 34:1 - 34:9",9
06-Mar-2010,"Ki Tisa",6,"Exodus 34:10 - 34:26",17
06-Mar-2010,"Ki Tisa",7,"Exodus 34:27 - 34:35",9
06-Mar-2010,"Ki Tisa","maf","Numbers 19:1 - 19:22 (Shabbat Parah)",
06-Mar-2010,"Ki Tisa","Haftara","Ezekiel 36:16 - 36:38 (Shabbat Parah)",

13-Mar-2010,"Vayakhel-Pekudei",1,"Exodus 35:1 - 35:29",29
13-Mar-2010,"Vayakhel-Pekudei",2,"Exodus 35:30 - 37:16",60
13-Mar-2010,"Vayakhel-Pekudei",3,"Exodus 37:17 - 37:29",13
13-Mar-2010,"Vayakhel-Pekudei",4,"Exodus 38:1 - 39:1",32
13-Mar-2010,"Vayakhel-Pekudei",5,"Exodus 39:2 - 39:21",20
13-Mar-2010,"Vayakhel-Pekudei",6,"Exodus 39:22 - 39:43",22
13-Mar-2010,"Vayakhel-Pekudei",7,"Exodus 40:1 - 40:38",38
13-Mar-2010,"Vayakhel-Pekudei","maf","Exodus 12:1 - 12:20 (Shabbat HaChodesh)",
13-Mar-2010,"Vayakhel-Pekudei","Haftara","Ezekiel 45:16 - 46:18 (Shabbat HaChodesh)",

20-Mar-2010,"Vayikra",1,"Leviticus 1:1 - 1:13",13
20-Mar-2010,"Vayikra",2,"Leviticus 1:14 - 2:6",10
20-Mar-2010,"Vayikra",3,"Leviticus 2:7 - 2:16",10
20-Mar-2010,"Vayikra",4,"Leviticus 3:1 - 3:17",17
20-Mar-2010,"Vayikra",5,"Leviticus 4:1 - 4:26",26
20-Mar-2010,"Vayikra",6,"Leviticus 4:27 - 5:10",19
20-Mar-2010,"Vayikra",7,"Leviticus 5:11 - 5:26",16
20-Mar-2010,"Vayikra","maf","Leviticus 5:24 - 5:26",3
20-Mar-2010,"Vayikra","Haftara","Isaiah 43:21 - 44:23",

27-Mar-2010,"Tzav",1,"Leviticus 6:1 - 6:11",11
27-Mar-2010,"Tzav",2,"Leviticus 6:12 - 7:10",22
27-Mar-2010,"Tzav",3,"Leviticus 7:11 - 7:38",28
27-Mar-2010,"Tzav",4,"Leviticus 8:1 - 8:13",13
27-Mar-2010,"Tzav",5,"Leviticus 8:14 - 8:21",8
27-Mar-2010,"Tzav",6,"Leviticus 8:22 - 8:29",8
27-Mar-2010,"Tzav",7,"Leviticus 8:30 - 8:36",7
27-Mar-2010,"Tzav","maf","Leviticus 8:33 - 8:36",4
27-Mar-2010,"Tzav","Haftara","Malachi 3:4 - 3:24 (Shabbat HaGadol)",

10-Apr-2010,"Shmini",1,"Leviticus 9:1 - 9:16",16
10-Apr-2010,"Shmini",2,"Leviticus 9:17 - 9:23",7
10-Apr-2010,"Shmini",3,"Leviticus 9:24 - 10:11",12
10-Apr-2010,"Shmini",4,"Leviticus 10:12 - 10:15",4
10-Apr-2010,"Shmini",5,"Leviticus 10:16 - 10:20",5
10-Apr-2010,"Shmini",6,"Leviticus 11:1 - 11:32",32
10-Apr-2010,"Shmini",7,"Leviticus 11:33 - 11:47",15
10-Apr-2010,"Shmini","maf","Leviticus 11:45 - 11:47",3
10-Apr-2010,"Shmini","Haftara","II Samuel 6:1 - 7:17",

17-Apr-2010,"Tazria-Metzora",1,"Leviticus 12:1 - 13:23",31
17-Apr-2010,"Tazria-Metzora",2,"Leviticus 13:24 - 13:39",16
17-Apr-2010,"Tazria-Metzora",3,"Leviticus 13:40 - 13:54",15
17-Apr-2010,"Tazria-Metzora",4,"Leviticus 13:55 - 14:20",25
17-Apr-2010,"Tazria-Metzora",5,"Leviticus 14:21 - 14:32",12
17-Apr-2010,"Tazria-Metzora",6,"Leviticus 14:33 - 15:15",40
17-Apr-2010,"Tazria-Metzora",7,"Leviticus 15:16 - 15:33",18
17-Apr-2010,"Tazria-Metzora","Haftara","II Kings 7:3 - 7:20",

24-Apr-2010,"Achrei Mot-Kedoshim",1,"Leviticus 16:1 - 16:24",24
24-Apr-2010,"Achrei Mot-Kedoshim",2,"Leviticus 16:25 - 17:7",17
24-Apr-2010,"Achrei Mot-Kedoshim",3,"Leviticus 17:8 - 18:21",30
24-Apr-2010,"Achrei Mot-Kedoshim",4,"Leviticus 18:22 - 19:14",23
24-Apr-2010,"Achrei Mot-Kedoshim",5,"Leviticus 19:15 - 19:32",18
24-Apr-2010,"Achrei Mot-Kedoshim",6,"Leviticus 19:33 - 20:7",12
24-Apr-2010,"Achrei Mot-Kedoshim",7,"Leviticus 20:8 - 20:27",20
24-Apr-2010,"Achrei Mot-Kedoshim","Haftara","Amos 9:7 - 9:15",

01-May-2010,"Emor",1,"Leviticus 21:1 - 21:15",15
01-May-2010,"Emor",2,"Leviticus 21:16 - 22:16",25
01-May-2010,"Emor",3,"Leviticus 22:17 - 22:33",17
01-May-2010,"Emor",4,"Leviticus 23:1 - 23:22",22
01-May-2010,"Emor",5,"Leviticus 23:23 - 23:32",10
01-May-2010,"Emor",6,"Leviticus 23:33 - 23:44",12
01-May-2010,"Emor",7,"Leviticus 24:1 - 24:23",23
01-May-2010,"Emor","maf","Leviticus 24:21 - 24:23",3
01-May-2010,"Emor","Haftara","Ezekiel 44:15 - 44:31",

08-May-2010,"Behar-Bechukotai",1,"Leviticus 25:1 - 25:18",18
08-May-2010,"Behar-Bechukotai",2,"Leviticus 25:19 - 25:28",10
08-May-2010,"Behar-Bechukotai",3,"Leviticus 25:29 - 25:38",10
08-May-2010,"Behar-Bechukotai",4,"Leviticus 25:39 - 26:9",26
08-May-2010,"Behar-Bechukotai",5,"Leviticus 26:10 - 26:46",37
08-May-2010,"Behar-Bechukotai",6,"Leviticus 27:1 - 27:15",15
08-May-2010,"Behar-Bechukotai",7,"Leviticus 27:16 - 27:34",19
08-May-2010,"Behar-Bechukotai","Haftara","Jeremiah 16:19 - 17:14",

15-May-2010,"Bamidbar",1,"Numbers 1:1 - 1:19",19
15-May-2010,"Bamidbar",2,"Numbers 1:20 - 1:54",35
15-May-2010,"Bamidbar",3,"Numbers 2:1 - 2:34",34
15-May-2010,"Bamidbar",4,"Numbers 3:1 - 3:13",13
15-May-2010,"Bamidbar",5,"Numbers 3:14 - 3:39",26
15-May-2010,"Bamidbar",6,"Numbers 3:40 - 3:51",12
15-May-2010,"Bamidbar",7,"Numbers 4:1 - 4:20",20
15-May-2010,"Bamidbar","maf","Numbers 4:17 - 4:20",4
15-May-2010,"Bamidbar","Haftara","Hosea 2:1 - 2:22",

22-May-2010,"Nasso",1,"Numbers 4:21 - 4:37",17
22-May-2010,"Nasso",2,"Numbers 4:38 - 4:49",12
22-May-2010,"Nasso",3,"Numbers 5:1 - 5:10",10
22-May-2010,"Nasso",4,"Numbers 5:11 - 6:27",48
22-May-2010,"Nasso",5,"Numbers 7:1 - 7:41",41
22-May-2010,"Nasso",6,"Numbers 7:42 - 7:71",30
22-May-2010,"Nasso",7,"Numbers 7:72 - 7:89",18
22-May-2010,"Nasso","maf","Numbers 7:87 - 7:89",3
22-May-2010,"Nasso","Haftara","Judges 13:2 - 13:25",

29-May-2010,"Beha'alotcha",1,"Numbers 8:1 - 8:14",14
29-May-2010,"Beha'alotcha",2,"Numbers 8:15 - 8:26",12
29-May-2010,"Beha'alotcha",3,"Numbers 9:1 - 9:14",14
29-May-2010,"Beha'alotcha",4,"Numbers 9:15 - 10:10",19
29-May-2010,"Beha'alotcha",5,"Numbers 10:11 - 10:34",24
29-May-2010,"Beha'alotcha",6,"Numbers 10:35 - 11:29",31
29-May-2010,"Beha'alotcha",7,"Numbers 11:30 - 12:16",22
29-May-2010,"Beha'alotcha","maf","Numbers 12:14 - 12:16",3
29-May-2010,"Beha'alotcha","Haftara","Zechariah 2:14 - 4:7",

05-Jun-2010,"Sh'lach",1,"Numbers 13:1 - 13:20",20
05-Jun-2010,"Sh'lach",2,"Numbers 13:21 - 14:7",20
05-Jun-2010,"Sh'lach",3,"Numbers 14:8 - 14:25",18
05-Jun-2010,"Sh'lach",4,"Numbers 14:26 - 15:7",27
05-Jun-2010,"Sh'lach",5,"Numbers 15:8 - 15:16",9
05-Jun-2010,"Sh'lach",6,"Numbers 15:17 - 15:26",10
05-Jun-2010,"Sh'lach",7,"Numbers 15:27 - 15:41",15
05-Jun-2010,"Sh'lach","maf","Numbers 15:37 - 15:41",5
05-Jun-2010,"Sh'lach","Haftara","Joshua 2:1 - 2:24",

12-Jun-2010,"Korach",1,"Numbers 16:1 - 16:13",13
12-Jun-2010,"Korach",2,"Numbers 16:14 - 16:19",6
12-Jun-2010,"Korach",3,"Numbers 16:20 - 17:8",24
12-Jun-2010,"Korach",4,"Numbers 17:9 - 17:15",7
12-Jun-2010,"Korach",5,"Numbers 17:16 - 17:24",9
12-Jun-2010,"Korach",6,"Numbers 17:25 - 18:20",24
12-Jun-2010,"Korach",7,"Numbers 18:21 - 18:32",12
12-Jun-2010,"Korach","maf","Numbers 28:9 - 28:15 (Shabbat Rosh Chodesh)",
12-Jun-2010,"Korach","Haftara","Isaiah 66:1 - 66:24 (Shabbat Rosh Chodesh)",

